sale_id,sale_date,year,month,store_name,location,store_type,product_name,category,quantity,unit_price,discount_amount,total_sales,cost_price,gross_profit,payment_method
SALE-100441,2025-05-05,2025,5,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Shower Gel,Bath Care,5,3800,1000,18000,2600,5000,Cash
SALE-100442,2023-03-28,2023,3,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,8,4200,0,33600,3000,9600,Transfer
SALE-100443,2023-02-12,2023,2,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,3,4200,1000,11600,3000,2600,Transfer
SALE-100444,2024-10-25,2024,10,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,4,4200,0,16800,3000,4800,POS
SALE-100445,2024-01-01,2024,1,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,500,14700,2600,4300,Transfer
SALE-100446,2024-05-13,2024,5,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,11,3800,0,41800,2600,13200,Cash
SALE-100447,2025-02-11,2025,2,Justrite Ogba,Ogba,Supermarket,GlowCare Face Cream,Skin Care,6,5200,500,30700,3600,9100,Cash
SALE-100448,2023-12-26,2023,12,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,2,4500,500,8500,3200,2100,POS
SALE-100449,2025-08-20,2025,8,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,1000,66200,3300,20000,POS
SALE-100450,2023-06-18,2023,6,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,7,5200,0,36400,3600,11200,Transfer
SALE-100451,2024-01-05,2024,1,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Scrub,Body Care,4,4200,1000,15800,3000,3800,Transfer
SALE-100452,2025-02-08,2025,2,Justrite Ogba,Ogba,Supermarket,GlowCare Body Scrub,Body Care,5,4200,1000,20000,3000,5000,Transfer
SALE-100453,2025-06-10,2025,6,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,10,3800,500,37500,2600,11500,Cash
SALE-100454,2025-07-24,2025,7,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,9,4500,1000,39500,3200,10700,Transfer
SALE-100455,2025-04-25,2025,4,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,9,5200,0,46800,3600,14400,POS
SALE-100456,2024-02-18,2024,2,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,12,4200,1000,49400,3000,13400,Transfer
SALE-100457,2024-11-16,2024,11,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,3,4200,0,12600,3000,3600,POS
SALE-100458,2023-02-08,2023,2,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,9,4800,500,42700,3300,13000,POS
SALE-100459,2023-05-29,2023,5,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,14,4200,1000,57800,3000,15800,POS
SALE-100460,2023-08-26,2023,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,11,4800,1000,51800,3300,15500,POS
SALE-100461,2024-10-23,2024,10,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,6,4500,1000,26000,3200,6800,Cash
SALE-100462,2025-02-08,2025,2,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,4,4200,500,16300,3000,4300,POS
SALE-100463,2023-03-29,2023,3,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,6,4200,500,24700,3000,6700,Cash
SALE-100464,2024-11-26,2024,11,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,7,3800,0,26600,2600,8400,POS
SALE-100465,2023-04-18,2023,4,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Scrub,Body Care,8,4200,0,33600,3000,9600,POS
SALE-100466,2023-05-09,2023,5,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,3,4200,0,12600,3000,3600,Transfer
SALE-100467,2025-05-23,2025,5,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,0,34200,2600,10800,Cash
SALE-100468,2023-10-29,2023,10,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Shower Gel,Bath Care,11,3800,0,41800,2600,13200,Cash
SALE-100469,2023-04-22,2023,4,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Lotion,Body Care,4,4500,1000,17000,3200,4200,POS
SALE-100470,2023-08-22,2023,8,Jendol Alakuko,Alakuko,Superstore,GlowCare Face Cream,Skin Care,6,5200,1000,30200,3600,8600,Cash
SALE-100471,2025-11-03,2025,11,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,5,5200,0,26000,3600,8000,Transfer
SALE-100472,2025-10-11,2025,10,Justrite Ogba,Ogba,Supermarket,GlowCare Shower Gel,Bath Care,5,3800,0,19000,2600,6000,Transfer
SALE-100473,2025-11-09,2025,11,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,10,3800,0,38000,2600,12000,POS
SALE-100474,2025-04-01,2025,4,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Scrub,Body Care,10,4200,0,42000,3000,12000,POS
SALE-100475,2023-07-07,2023,7,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Scrub,Body Care,4,4200,0,16800,3000,4800,Transfer
SALE-100476,2024-08-05,2024,8,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,14,4200,500,58300,3000,16300,Cash
SALE-100477,2023-12-02,2023,12,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,4,4800,1000,18200,3300,5000,POS
SALE-100478,2024-06-19,2024,6,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,3,5200,500,15100,3600,4300,Transfer
SALE-100479,2023-07-30,2023,7,Justrite Ogba,Ogba,Supermarket,GlowCare Body Scrub,Body Care,12,4200,0,50400,3000,14400,POS
SALE-100480,2025-09-24,2025,9,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,3,4800,1000,13400,3300,3500,Cash
SALE-100481,2025-01-09,2025,1,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,7,4500,0,31500,3200,9100,POS
SALE-100482,2025-04-10,2025,4,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,11,4500,1000,48500,3200,13300,Transfer
SALE-100483,2025-08-28,2025,8,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,6,4800,0,28800,3300,9000,Cash
SALE-100484,2024-02-05,2024,2,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,4,4800,1000,18200,3300,5000,Transfer
SALE-100485,2024-02-03,2024,2,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,11,4800,500,52300,3300,16000,Cash
SALE-100486,2024-08-24,2024,8,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Lotion,Body Care,4,4500,0,18000,3200,5200,POS
SALE-100487,2023-02-19,2023,2,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,11,4200,0,46200,3000,13200,POS
SALE-100488,2023-09-11,2023,9,Justrite Ogba,Ogba,Supermarket,GlowCare Body Scrub,Body Care,6,4200,0,25200,3000,7200,Transfer
SALE-100489,2024-07-16,2024,7,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,10,3800,500,37500,2600,11500,POS
SALE-100490,2025-07-10,2025,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,13,4200,1000,53600,3000,14600,Cash
SALE-100491,2023-02-18,2023,2,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Face Cream,Skin Care,5,5200,1000,25000,3600,7000,POS
SALE-100492,2024-09-29,2024,9,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,Cash
SALE-100493,2024-09-03,2024,9,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,6,4500,0,27000,3200,7800,Cash
SALE-100494,2025-09-11,2025,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,14,4200,1000,57800,3000,15800,POS
SALE-100495,2024-02-18,2024,2,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,7,4800,500,33100,3300,10000,Transfer
SALE-100496,2023-09-27,2023,9,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,6,5200,500,30700,3600,9100,POS
SALE-100497,2023-07-24,2023,7,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,9,4800,0,43200,3300,13500,Transfer
SALE-100498,2024-08-18,2024,8,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,11,5200,0,57200,3600,17600,Cash
SALE-100499,2023-07-15,2023,7,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,11,4500,500,49000,3200,13800,POS
SALE-100500,2024-09-30,2024,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,1000,14200,2600,3800,Transfer
SALE-100501,2025-08-01,2025,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,10,4200,0,42000,3000,12000,POS
SALE-100502,2023-06-14,2023,6,Jendol Alakuko,Alakuko,Superstore,GlowCare Body Scrub,Body Care,2,4200,0,8400,3000,2400,Transfer
SALE-100503,2025-09-10,2025,9,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,3,3800,0,11400,2600,3600,Cash
SALE-100504,2024-01-19,2024,1,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,Cash
SALE-100505,2024-09-20,2024,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,9,5200,500,46300,3600,13900,POS
SALE-100506,2025-10-11,2025,10,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Cash
SALE-100507,2023-01-28,2023,1,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,9,3800,500,33700,2600,10300,POS
SALE-100508,2023-06-26,2023,6,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,6,5200,0,31200,3600,9600,POS
SALE-100509,2024-09-01,2024,9,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,5,5200,0,26000,3600,8000,POS
SALE-100510,2023-01-22,2023,1,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,10,5200,0,52000,3600,16000,Transfer
SALE-100511,2024-09-28,2024,9,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,8,4800,500,37900,3300,11500,POS
SALE-100512,2024-07-24,2024,7,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,3,3800,500,10900,2600,3100,Cash
SALE-100513,2025-08-17,2025,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,4,4200,0,16800,3000,4800,Transfer
SALE-100514,2025-12-27,2025,12,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,6,4200,1000,24200,3000,6200,POS
SALE-100515,2025-09-27,2025,9,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,12,5200,0,62400,3600,19200,Cash
SALE-100516,2024-03-22,2024,3,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Transfer
SALE-100517,2025-12-03,2025,12,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Face Cream,Skin Care,4,5200,500,20300,3600,5900,POS
SALE-100518,2024-11-09,2024,11,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,11,4500,0,49500,3200,14300,Transfer
SALE-100519,2024-12-09,2024,12,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,8,3800,1000,29400,2600,8600,POS
SALE-100520,2023-01-08,2023,1,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,12,4800,0,57600,3300,18000,Cash
SALE-100521,2025-12-31,2025,12,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,14,4500,1000,62000,3200,17200,POS
SALE-100522,2024-07-07,2024,7,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,1000,27800,3300,8000,POS
SALE-100523,2025-02-13,2025,2,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,3,4200,500,12100,3000,3100,POS
SALE-100524,2023-02-09,2023,2,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,12,4500,0,54000,3200,15600,Transfer
SALE-100525,2025-10-20,2025,10,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Scrub,Body Care,12,4200,1000,49400,3000,13400,Transfer
SALE-100526,2024-09-04,2024,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,1000,33200,2600,9800,Transfer
SALE-100527,2025-03-24,2025,3,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,13,4500,500,58000,3200,16400,Cash
SALE-100528,2024-10-31,2024,10,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,4,5200,1000,19800,3600,5400,POS
SALE-100529,2023-09-04,2023,9,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Scrub,Body Care,9,4200,500,37300,3000,10300,Cash
SALE-100530,2023-07-15,2023,7,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,2,4800,0,9600,3300,3000,POS
SALE-100531,2025-10-18,2025,10,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,13,3800,1000,48400,2600,14600,Cash
SALE-100532,2023-09-22,2023,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,6,5200,500,30700,3600,9100,Cash
SALE-100533,2025-07-31,2025,7,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,9,4800,0,43200,3300,13500,POS
SALE-100534,2025-09-08,2025,9,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,12,4800,0,57600,3300,18000,POS
SALE-100535,2023-06-05,2023,6,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,14,5200,0,72800,3600,22400,Cash
SALE-100536,2024-06-29,2024,6,Jendol Egbeda,Egbeda,Superstore,GlowCare Shower Gel,Bath Care,2,3800,0,7600,2600,2400,Transfer
SALE-100537,2025-08-10,2025,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,5,4500,1000,21500,3200,5500,Transfer
SALE-100538,2025-05-11,2025,5,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,1,3800,1000,2800,2600,200,Cash
SALE-100539,2023-09-29,2023,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,3,5200,1000,14600,3600,3800,Transfer
SALE-100540,2024-03-29,2024,3,Jendol Egbeda,Egbeda,Superstore,GlowCare Facial Cleanser,Skin Care,12,4800,0,57600,3300,18000,Transfer
SALE-100541,2025-05-04,2025,5,Shoprite Festival Mall,Festac,Supermarket,GlowCare Facial Cleanser,Skin Care,10,4800,0,48000,3300,15000,Transfer
SALE-100542,2023-05-23,2023,5,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Shower Gel,Bath Care,9,3800,0,34200,2600,10800,Cash
SALE-100543,2024-04-04,2024,4,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,3,4500,1000,12500,3200,2900,Cash
SALE-100544,2023-07-29,2023,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,6,4500,500,26500,3200,7300,Transfer
SALE-100545,2024-02-11,2024,2,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,2,3800,1000,6600,2600,1400,POS
SALE-100546,2024-07-03,2024,7,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,8,4200,0,33600,3000,9600,Transfer
SALE-100547,2024-08-18,2024,8,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,8,4500,1000,35000,3200,9400,POS
SALE-100548,2023-06-03,2023,6,Justrite Ogba,Ogba,Supermarket,GlowCare Body Lotion,Body Care,3,4500,0,13500,3200,3900,Transfer
SALE-100549,2025-06-17,2025,6,Jendol Alakuko,Alakuko,Superstore,GlowCare Shower Gel,Bath Care,9,3800,1000,33200,2600,9800,Cash
SALE-100550,2025-12-22,2025,12,Jendol Egbeda,Egbeda,Superstore,GlowCare Shower Gel,Bath Care,12,3800,500,45100,2600,13900,Cash
SALE-100551,2025-02-25,2025,2,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Scrub,Body Care,13,4200,1000,53600,3000,14600,Cash
SALE-100552,2023-10-13,2023,10,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,8,4500,1000,35000,3200,9400,Cash
SALE-100553,2025-03-31,2025,3,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,11,4500,0,49500,3200,14300,POS
SALE-100554,2023-02-10,2023,2,Shoprite The Palms,Lekki,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,1000,14200,2600,3800,POS
SALE-100555,2024-11-25,2024,11,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Lotion,Body Care,14,4500,1000,62000,3200,17200,Transfer
SALE-100556,2025-02-17,2025,2,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Scrub,Body Care,5,4200,0,21000,3000,6000,Cash
SALE-100557,2025-10-09,2025,10,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,Transfer
SALE-100558,2025-09-03,2025,9,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Transfer
SALE-100559,2023-11-28,2023,11,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,14,4800,500,66700,3300,20500,Transfer
SALE-100560,2024-10-20,2024,10,Jendol Alakuko,Alakuko,Superstore,GlowCare Facial Cleanser,Skin Care,13,4800,0,62400,3300,19500,Cash
SALE-100561,2024-05-19,2024,5,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Shower Gel,Bath Care,4,3800,500,14700,2600,4300,Transfer
SALE-100562,2023-12-14,2023,12,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,1000,27800,3300,8000,Cash
SALE-100563,2024-08-01,2024,8,Justrite Ogba,Ogba,Supermarket,GlowCare Facial Cleanser,Skin Care,2,4800,1000,8600,3300,2000,POS
SALE-100564,2023-12-13,2023,12,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Lotion,Body Care,1,4500,1000,3500,3200,300,Transfer
SALE-100565,2023-08-02,2023,8,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,1,5200,0,5200,3600,1600,POS
SALE-100566,2024-12-30,2024,12,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Shower Gel,Bath Care,12,3800,0,45600,2600,14400,Cash
SALE-100567,2024-03-16,2024,3,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,1,4200,500,3700,3000,700,POS
SALE-100568,2025-01-18,2025,1,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,13,4500,0,58500,3200,16900,POS
SALE-100569,2023-02-18,2023,2,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,4,3800,1000,14200,2600,3800,Cash
SALE-100570,2024-08-24,2024,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,5,4200,0,21000,3000,6000,POS
SALE-100571,2024-09-09,2024,9,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,9,4500,1000,39500,3200,10700,Cash
SALE-100572,2025-03-27,2025,3,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,8,4500,0,36000,3200,10400,Transfer
SALE-100573,2023-07-02,2023,7,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Scrub,Body Care,11,4200,0,46200,3000,13200,Transfer
SALE-100574,2025-06-25,2025,6,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,1,4200,1000,3200,3000,200,Transfer
SALE-100575,2024-08-06,2024,8,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Body Scrub,Body Care,5,4200,0,21000,3000,6000,Cash
SALE-100576,2024-08-24,2024,8,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Facial Cleanser,Skin Care,10,4800,0,48000,3300,15000,Cash
SALE-100577,2025-05-08,2025,5,Justrite Akowonjo,Akowonjo,Supermarket,GlowCare Body Scrub,Body Care,7,4200,0,29400,3000,8400,Transfer
SALE-100578,2025-04-29,2025,4,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Face Cream,Skin Care,4,5200,0,20800,3600,6400,Cash
SALE-100579,2024-09-30,2024,9,Shoprite The Palms,Lekki,Supermarket,GlowCare Face Cream,Skin Care,5,5200,500,25500,3600,7500,Transfer
SALE-100580,2024-02-16,2024,2,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Facial Cleanser,Skin Care,1,4800,0,4800,3300,1500,POS
SALE-100581,2024-10-16,2024,10,Jendol Egbeda,Egbeda,Superstore,GlowCare Face Cream,Skin Care,13,5200,0,67600,3600,20800,POS
SALE-100582,2024-03-25,2024,3,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,13,3800,0,49400,2600,15600,POS
SALE-100583,2023-07-29,2023,7,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,9,4500,500,40000,3200,11200,Transfer
SALE-100584,2024-03-29,2024,3,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Scrub,Body Care,2,4200,0,8400,3000,2400,POS
SALE-100585,2024-01-22,2024,1,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Face Cream,Skin Care,1,5200,0,5200,3600,1600,POS
SALE-100586,2023-09-25,2023,9,Shoprite Festival Mall,Festac,Supermarket,GlowCare Shower Gel,Bath Care,1,3800,500,3300,2600,700,Cash
SALE-100587,2025-09-12,2025,9,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,14,4200,0,58800,3000,16800,Transfer
SALE-100588,2023-08-11,2023,8,Jendol Egbeda,Egbeda,Superstore,GlowCare Body Lotion,Body Care,6,4500,1000,26000,3200,6800,Cash
SALE-100589,2024-02-24,2024,2,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,7,4200,0,29400,3000,8400,Cash
SALE-100590,2025-11-19,2025,11,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,2,4800,1000,8600,3300,2000,Transfer
SALE-100591,2023-07-14,2023,7,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,9,4800,500,42700,3300,13000,Transfer
SALE-100592,2023-12-26,2023,12,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Face Cream,Skin Care,11,5200,0,57200,3600,17600,POS
SALE-100593,2024-11-09,2024,11,Shoprite Adeniran Ogunsanya,Surulere,Supermarket,GlowCare Facial Cleanser,Skin Care,5,4800,500,23500,3300,7000,Cash
SALE-100594,2025-04-12,2025,4,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Facial Cleanser,Skin Care,3,4800,0,14400,3300,4500,POS
SALE-100595,2025-07-02,2025,7,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,11,3800,500,41300,2600,12700,Transfer
SALE-100596,2023-05-06,2023,5,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Lotion,Body Care,1,4500,0,4500,3200,1300,Cash
SALE-100597,2025-07-18,2025,7,Shoprite The Palms,Lekki,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,0,28800,3300,9000,Transfer
SALE-100598,2025-04-16,2025,4,Justrite Ipaja Ayobo,Ipaja,Supermarket,GlowCare Shower Gel,Bath Care,3,3800,500,10900,2600,3100,Cash
SALE-100599,2023-12-29,2023,12,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Face Cream,Skin Care,3,5200,0,15600,3600,4800,POS
SALE-100600,2023-05-05,2023,5,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Face Cream,Skin Care,5,5200,0,26000,3600,8000,Cash
SALE-100601,2023-06-19,2023,6,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,3,4200,500,12100,3000,3100,POS
SALE-100602,2025-02-24,2025,2,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Lotion,Body Care,1,4500,0,4500,3200,1300,Cash
SALE-100603,2023-02-28,2023,2,Shoprite The Palms,Lekki,Supermarket,GlowCare Body Lotion,Body Care,13,4500,1000,57500,3200,15900,POS
SALE-100604,2023-03-09,2023,3,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Body Scrub,Body Care,9,4200,0,37800,3000,10800,Cash
SALE-100605,2024-11-04,2024,11,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Body Scrub,Body Care,11,4200,500,45700,3000,12700,Transfer
SALE-100606,2025-06-17,2025,6,Jendol Alakuko,Alakuko,Superstore,GlowCare Face Cream,Skin Care,13,5200,500,67100,3600,20300,POS
SALE-100607,2023-12-07,2023,12,GrandSquare Ikeja,Ikeja,Supermarket,GlowCare Body Scrub,Body Care,12,4200,500,49900,3000,13900,Transfer
SALE-100608,2025-04-15,2025,4,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Lotion,Body Care,12,4500,500,53500,3200,15100,Cash
SALE-100609,2024-04-27,2024,4,Bokku Mart Agege,Agege,Retail/Wholesale,GlowCare Face Cream,Skin Care,11,5200,1000,56200,3600,16600,Transfer
SALE-100610,2024-05-23,2024,5,Shoprite Ikeja City Mall,Ikeja,Supermarket,GlowCare Shower Gel,Bath Care,12,3800,0,45600,2600,14400,POS
SALE-100611,2025-01-31,2025,1,Shoprite Festival Mall,Festac,Supermarket,GlowCare Body Scrub,Body Care,7,4200,0,29400,3000,8400,Cash
SALE-100612,2024-10-18,2024,10,Justrite Abule Egba,Abule Egba,Supermarket,GlowCare Facial Cleanser,Skin Care,6,4800,500,28300,3300,8500,Transfer
SALE-100613,2023-03-05,2023,3,Jendol Ikorodu,Ikorodu,Superstore,GlowCare Body Scrub,Body Care,2,4200,500,7900,3000,1900,POS
